PuzzleId,FEN,Moves,Rating,Themes
CsTP3,1n1r2k1/p4ppp/3qb3/8/1b6/P3PQP1/1P3PBP/R1B1K1NR w KQ - 3 15,a3b4 d6b4 c1d2 b4d2 e1f1 e6c4 g1e2 d2d1 a1d1 d8d1,1713,['mate' 'mateIn5' 'middlegame' 'veryLong']
CseQV,5k2/1r2p1bQ/p2pP3/1pq2pP1/4n3/5N2/PPP5/2K2R1R w - - 6 32,f3e1 c5e3 c1b1 e4d2 b1a1 d2b3 a2b3 e3c1 a1a2 c1b2,2267,['clearance' 'fork' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
CswGT,4q1k1/1R1R1p2/1p3pp1/3Q3p/6PP/5K2/1PP2P2/r5r1 w - - 0 29,d7f7 h5g4 f3f4 a1a4 b2b4 a4b4 c2c4 b4c4 d5c4 e8e5,1970,['endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
CtGnh,5rk1/1R3ppp/5b2/q1pQp3/4P3/2r3PB/5P1P/5RK1 b - - 3 24,a5a3 d5f7 f8f7 b7b8 f6d8 b8d8 f7f8 h3e6 g8h8 d8f8,1328,"['backRankMate' 'deflection' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
CtdNe,5rk1/p4ppp/8/8/6PP/5Q2/Pq2rb2/1BR2R1K b - - 1 23,f2h4 f3f7 f8f7 c1c8 h4d8 c8d8 e2e8 d8e8 f7f8 f1f8,1242,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
Ctekz,1r3Nkr/5p2/p2p1Pp1/3Pp2p/4P2P/2q1B1Q1/6PK/8 b - - 0 42,b8b3 f8g6 c3e3 g6e7 g8f8 g3g7 f8e8 g7h8 e8d7 h8c8,1631,['doubleCheck' 'endgame' 'fork' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
CthAh,2r3k1/p3Qp1r/4p3/3pP3/4q1p1/6P1/P1N2R1P/6K1 b - - 6 32,c8c2 e7e8 g8g7 e8f7 g7h6 f2f6 h6g5 h2h4 g4h3 f6g6 e4g6 f7f4 g5h5 f4h4,2315,['clearance' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
Ctqvd,7k/R4pp1/1B4b1/3p3p/7P/P1P2P2/1P1qr1PK/6Q1 w - - 5 34,b6d4 d2f4 h2h1 f4h4 g1h2 e2e1 d4g1 e1g1 h1g1 h4e1,1714,['attraction' 'endgame' 'mate' 'mateIn5' 'pin' 'veryLong']
Cu227,r1r3k1/5N1p/2npp3/1p2Pb2/p4P1Q/1Bq1B3/P1P3P1/1K2R3 b - - 0 26,a4b3 f7h6 g8f8 h4f6 f8e8 f6f7 e8d8 e3b6 c8c7 f7c7 d8e8 c7f7,1957,['kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'veryLong']
CuLge,r4k2/p3rpR1/5n2/2nbpN2/1p6/3B3P/1qPKQP2/6R1 b - - 2 26,e7d7 g7g8 f6g8 g1g8 f8g8 e2g4 g8f8 g4g7 f8e8 g7g8,2043,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
CuWzI,2r5/8/pq2ppk1/3p2p1/7N/6Q1/P1r3PP/5R1K b - - 7 38,g6h6 f1f6 h6h5 g3f3 g5g4 f6h6 h5h6 f3f6 h6h7 f6f7 h7h8 h4g6,2295,['attraction' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
Cvgge,1r4k1/2pq1pp1/2np4/4pNR1/4P3/2PP3P/r1N1QK2/8 b - - 0 28,b8b2 g5g7 g8f8 g7g8 f8g8 e2g4 g8f8 g4g7 f8e8 g7g8,1602,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
Cvzho,3n1r1k/3R4/3Q4/2pBp2p/4Pq2/2P2p2/P5PP/5RK1 w - - 0 34,d7d8 f4e3 g1h1 f3g2 h1g2 e3e2 f1f2 e2f2 g2h3 f2f3 h3h4 f3g4,2010,['advancedPawn' 'attraction' 'endgame' 'mate' 'mateIn5' 'veryLong']
CwGXL,5rk1/pp4pp/5r2/3p4/3Q4/1NP1P3/P4PPP/5qK1 w - - 0 22,g1f1 f6f2 f1e1 f2f1 e1e2 f8f2 e2d3 f1d1 b3d2 d1d2,1244,['endgame' 'mate' 'mateIn5' 'veryLong']
CwTwO,n7/PK1k4/6p1/7p/7P/6P1/8/8 w - - 9 62,b7a8 d7c7 g3g4 h5g4 h4h5 g4g3 h5h6 g3g2 h6h7 g2g1q h7h8q g1g2,1905,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'veryLong' 'zugzwang']"
Cwrve,6k1/p4p2/2p1bB1p/2p3p1/4Q3/2Pr3P/q2r2P1/5RK1 b - - 1 27,e6d5 e4e8 g8h7 e8h8 h7g6 h8g7 g6h5 g2g4 h5h4 g7h6 h4g3 f6e5,1511,['deflection' 'mate' 'mateIn5' 'middlegame' 'veryLong']
CwtL7,7r/1pp5/p5kr/3Pp1pp/4PpPq/P1P2QnP/1P3RK1/3B2R1 w - - 0 32,f3d3 h4h3 g2h3 h5g4 h3g4 h6h4 g4f3 g5g4 f3g2 h4h2,1894,"['attraction' 'doubleCheck' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
Cwtrs,r6r/1pp1kpp1/p1p2qn1/2b1p3/4P3/3P2P1/PPPN2PN/R1BQR2K w - - 3 14,d2f1 f6f1 e1f1 h8h2 h1h2 a8h8 c1h6 h8h6 d1h5 h6h5,2312,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'pin'
 'sacrifice' 'veryLong']"
CzVPu,4rr1k/pp5p/1q4pB/3B1p2/8/P2P3P/1PP1nbP1/R2Q1R1K w - - 0 21,h6f8 e2g3 h1h2 b6c7 f8g7 h8g7 f1f2 g3f1 h2g1 c7h2 g1f1 h2h1,2439,['doubleCheck' 'fork' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
D0fPS,3r2k1/5Qpp/p4b1P/5P2/qpBnp3/8/PPP2PP1/2K4R b - - 0 21,g8h8 h6g7 f6g7 h1h7 h8h7 f7g6 h7h8 g6h5 g7h6 h5h6,2212,"['advancedPawn' 'attraction' 'discoveredAttack' 'kingsideAttack' 'mate'
 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']"
D1RXI,k7/P7/bPPK2pp/4p3/8/3p2PP/8/8 b - - 1 48,d3d2 d6c7 d2d1q b6b7 a6b7 c6b7 a8a7 b7b8q a7a6 b8b6,1842,"['advancedPawn' 'bishopEndgame' 'endgame' 'exposedKing' 'mate' 'mateIn5'
 'promotion' 'veryLong']"
D1YZz,1Q6/3R1pk1/4p1pp/P3N3/5PK1/P5P1/4bq2/8 w - - 5 39,g4h3 e2f1 h3g4 h6h5 g4h4 f2h2 h4g5 h2g3 e5g4 g3g4,2000,['deflection' 'endgame' 'mate' 'mateIn5' 'veryLong']
D1ZDC,2r4k/R4ppp/1q1p1n2/3Pp3/2Q1P3/5P2/1P4PP/R4K2 b - - 0 26,c8c4 a7a8 c4c8 a8c8 f6g8 c8g8 h8g8 a1a8 b6b8 a8b8,1398,['attraction' 'backRankMate' 'endgame' 'mate' 'mateIn5' 'veryLong']
D2UkF,r1bq1r2/p2nb1pk/1pp1p3/4P1P1/3P4/2P5/P3QPP1/R1B1K2R b KQ - 0 14,h7g8 h1h8 g8h8 e2h5 h8g8 g5g6 d7f6 e5f6 f8f6 h5h7 g8f8 h7h8,2240,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
D2VWF,k1r3r1/pb2b1Qp/1p2pn2/1N6/8/4B3/PPP2PPP/3R1RK1 w - - 1 21,g7e7 g8g2 g1h1 g2g1 h1g1 c8g8 e7g7 g8g7 e3g5 g7g5,1954,"['attraction' 'doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
D3qY3,8/pp4QP/2pbk3/3p2p1/3P4/2P2p2/PP4PK/RNq5 w - - 0 27,h2h3 c1h1 h3g4 h1h4 g4f3 h4e4 f3f2 d6g3 f2g3 e4f4 g3h3 f4h4,2642,"['attraction' 'endgame' 'exposedKing' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
D4SWf,r1bq1r1k/1p4bp/p2p2n1/2p1N1P1/2B1Pp2/2P5/PPQ5/RNB1K2R b KQ - 0 18,g7e5 h1h7 h8h7 c2h2 c8h3 h2h3 g6h4 h3h4 h7g6 h4h6,1102,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
D4jvQ,6k1/5p1p/3N4/3pK1p1/p7/P3P3/2r3rP/1R6 b - - 1 29,c2a2 b1b8 g8g7 d6f5 g7g6 b8b6 f7f6 b6f6 g6h5 h2h3 g5g4 f6h6 h5g5 h3h4,2666,['endgame' 'mate' 'mateIn5' 'quietMove' 'veryLong']
D55xm,8/1p6/1Pk1p2p/K3P1p1/P7/4P1P1/7P/8 w - - 1 50,g3g4 c6c5 h2h3 c5c4 e3e4 c4c5 h3h4 g5h4 g4g5 h4h3 g5g6 h3h2 g6g7 h2h1q g7g8q h1e1,2262,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'veryLong']"
D5E1u,6k1/1pp1pp1p/1p4p1/1P1P3P/2P2PQ1/8/r1r2qP1/6RK b - - 2 28,c2c4 g4c8 g8g7 h5h6 g7f6 c8h8 f6f5 h8e5 f5g4 e5g5,2104,['endgame' 'mate' 'mateIn5' 'veryLong']
D5eds,5r2/1bq2Nkp/p5pQ/1p1p4/3br3/P5R1/BP4PP/5R1K b - - 3 27,g7g8 g3g6 h7g6 h6g6 d4g7 f7h6 g8h8 f1f8 g7f8 g6g8,1856,"['deflection' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'pin'
 'sacrifice' 'veryLong']"
D5gPm,5rk1/3R1ppp/p7/1pP2Q2/1P6/q3rBP1/4P2P/7K b - - 1 31,a3b4 f5f7 f8f7 d7d8 e3e8 d8e8 f7f8 f3d5 g8h8 e8f8,1496,"['backRankMate' 'deflection' 'endgame' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
D63CB,4r1k1/p1q2pp1/2pb3p/n7/2PNn3/1P1N3P/P4rP1/R1BQ1RK1 w - - 0 22,f1f2 d6h2 g1h1 e4g3 h1h2 g3f1 h2g1 c7h2 g1f1 h2h1,2089,"['doubleCheck' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
D8A6c,1r3rk1/4bp2/1qp1p2p/3n2B1/p7/P1PB1P2/1PQ3RP/2K3R1 b - - 0 21,h6g5 g2g5 e7g5 g1g5 g8h8 g5h5 h8g7 c2g2 g7f6 g2g5,1964,['kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'veryLong']
D90C2,2B5/4n3/1k1q4/6p1/2pPQ3/p1P5/2PK4/8 b - - 2 49,a3a2 e4b7 b6a5 b7a7 a5b5 c8a6 d6a6 a7c5 b5a4 c5b4,2544,['endgame' 'exposedKing' 'fork' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
D9WB8,7Q/1p1p1kpp/2pBpp2/8/3P4/1qnnPN2/5PPP/5RK1 w - - 0 19,h8h7 c3e2 g1h1 d3f2 f1f2 b3d1 f3e1 d1e1 f2f1 e1f1,1472,['deflection' 'fork' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
D9WRC,r4rk1/1pp2ppp/8/p2N4/P1B3b1/6q1/1PQKR3/3R4 b - - 7 25,g4e2 d5e7 g8h8 c2h7 h8h7 d1h1 g3h4 h1h4 e2h5 h4h5,1566,"['anastasiaMate' 'attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
DBg5x,7r/4Q1k1/1qpnb1r1/pp1p4/6P1/1P1PP1N1/P1P1B3/5RK1 b - - 0 31,e6f7 f1f7 d6f7 g3f5 g7g8 e7e8 g8h7 e8f7 g6g7 f7g7,2026,"['deflection' 'exposedKing' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
DCnvi,8/6p1/8/p1k1p1P1/2p5/PKP2P2/8/8 w - - 0 41,b3a4 c5b6 g5g6 b6a6 f3f4 e5e4 f4f5 e4e3 f5f6 e3e2 f6f7 e2e1q f7f8q e1d1,2184,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'quietMove' 'veryLong']"
DE3Kh,8/8/6p1/7p/5P1P/pK6/6P1/k7 b - - 3 37,a3a2 b3c2 g6g5 h4g5 h5h4 g5g6 h4h3 g6g7 h3h2 g7g8q h2h1q g8g7,1892,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'promotion'
 'veryLong']"
DE7Fg,1r1r4/2p5/p3pkp1/2np4/1q1P3Q/1PN2P2/8/2K4R b - - 3 34,f6g7 h4e7 g7g8 e7h7 g8f8 h7h8 f8e7 h1h7 e7d6 h8e5 d6c6 e5c7,2250,['mate' 'mateIn5' 'middlegame' 'veryLong']
DGctw,8/8/3p4/2pP4/1pP5/1P2P1k1/5p2/5K2 w - - 0 53,e3e4 g3f3 e4e5 d6e5 d5d6 e5e4 d6d7 e4e3 d7d8q e3e2,1199,"['advancedPawn' 'endgame' 'mate' 'mateIn5' 'pawnEndgame' 'quietMove'
 'veryLong']"
DGs7n,4r1k1/8/R3p2p/2P2p2/3P2qp/1Q2PbP1/5P1K/5R2 w - - 0 29,a6e6 h4g3 f2g3 g4h5 h2g1 h5h1 g1f2 h1g2 f2e1 g2e2,1387,['endgame' 'mate' 'mateIn5' 'veryLong']
DIC2c,2k1r1r1/1p5p/pP3b2/6p1/3pp3/7P/2Q2PP1/4R1K1 b - - 1 29,c8b8 c2c7 b8a8 e1a1 e8e7 a1a6 b7a6 b6b7 a8a7 b7b8q,2068,"['advancedPawn' 'doubleCheck' 'endgame' 'mate' 'mateIn5' 'promotion'
 'sacrifice' 'veryLong']"
DJqgr,6k1/5p1p/5bp1/Q2B4/P1P5/8/1r2qPPP/3R2K1 w - - 3 26,d1f1 e2f2 f1f2 b2b1 a5e1 b1e1 f2f1 f6d4 g1h1 e1f1,1781,"['backRankMate' 'deflection' 'endgame' 'mate' 'mateIn5' 'sacrifice'
 'veryLong']"
DJzVw,5rk1/pp1R1ppp/2p5/2P4b/2Q1P3/3B2P1/Pq5P/6K1 b - - 9 31,h5g4 c4f7 f8f7 d7d8 f7f8 d3c4 g4e6 c4e6 g8h8 d8f8,1406,['backRankMate' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
DKDm6,1Rb4r/4k3/P1p1B3/2P2pbp/3PpNp1/4P1K1/4Q1PP/q7 w - - 2 30,b8c8 h5h4 g3f2 g4g3 h2g3 h4g3 f2g3 g5h4 g3h2 h4f2 c8h8 a1g1 h2h3 g1h1,1770,"['attraction' 'discoveredAttack' 'exposedKing' 'mate' 'mateIn5'
 'middlegame' 'sacrifice' 'veryLong']"
DLp09,1rb1k2r/p3qpp1/2p1p3/2bpP3/N4P2/1P1BB1p1/P1P1Q1P1/R4RK1 w k - 0 19,f1f3 h8h1 g1h1 e7h4 h1g1 h4h2 g1f1 h2h1 e3g1 h1g1,1811,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
DOiOJ,5b1k/3R1Q1p/2p3p1/p3Kp2/2P4P/1P3P2/P3qPn1/8 w - - 19 35,e5f6 e2b2 f6g5 f8h6 g5h6 b2c1 d7d2 c1d2 f3f4 d2f4,2283,['attraction' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
DRRge,6k1/7p/1PN3p1/5p2/4n3/1R4PK/2r4P/8 w - - 3 43,b6b7 e4g5 h3h4 c2c4 h4g5 g8g7 c6d4 c4d4 h2h3 h7h6,2343,['endgame' 'fork' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
DT8nA,2kr1b1r/Qpp2p2/3pp3/3P4/2B1b3/2N1B2p/PPP2Pq1/2KR4 b - - 0 19,e6d5 c4b5 c7c5 b5c6 b7c6 c3a4 d8d7 a4b6 c8d8 a7d7,2698,"['fork' 'master' 'mate' 'mateIn5' 'middlegame' 'quietMove' 'sacrifice'
 'veryLong']"
DTf4k,2r2kR1/pp3p2/1br2P1p/2p1P3/2Q5/1P6/P2p2PP/6K1 b - - 1 34,f8g8 c4g4 g8f8 g4g7 f8e8 g7g8 e8d7 g8f7 d7d8 f7e7,1267,['deflection' 'endgame' 'mate' 'mateIn5' 'veryLong']
DX0K6,r2q1r2/1b1pb1pk/p1n1pp2/1p1nP1N1/2pP3P/2P3B1/PP1N1PP1/R2QK2R b KQ - 1 14,f6g5 h4g5 h7g8 h1h8 g8h8 d1h5 h8g8 g5g6 d5f6 e5f6 f8f6 h5h7 g8f8 h7h8,2212,"['attraction' 'discoveredAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
DX8nN,r1bqkn1r/pp3pp1/2p5/1PPp3p/3Pp1n1/2N1PP2/P2NB1PK/R1BQ1R2 w kq - 1 14,f3g4 h5g4 h2g1 h8h1 g1h1 d8h4 h1g1 g4g3 d2f3 e4f3 f1f3 h4h2 g1f1 h2h1,2362,"['attraction' 'discoveredAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
DY9FJ,7r/R3nk1q/5p2/4p1p1/3pP3/1r1P1QN1/1P3PP1/2R3K1 w - - 2 39,c1c7 h7h2 g1f1 h2h1 g3h1 h8h1 f1e2 b3b2 c7c2 b2c2,1517,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
DYAoG,2r3r1/p5pk/3bP1Np/1p3Q2/3P4/1q4PP/5PK1/4R3 b - - 9 37,g8e8 g6f8 h7g8 f5h7 g8f8 h7h8 f8e7 h8g7 e7d8 g7d7,2160,"['deflection' 'doubleCheck' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
DZJUv,6k1/5p1p/1p2p1p1/p1b1PP2/3N2P1/P3PK1P/1PQ5/6q1 b - - 2 32,c5d4 c2c8 g8g7 f5f6 g7h6 c8f8 h6g5 h3h4 g5h4 f8h6,1548,['attraction' 'endgame' 'mate' 'mateIn5' 'veryLong']
Da7U0,2r2r1k/6pp/4Q3/p2p2p1/3P1BP1/4P2q/P5R1/5RK1 w - - 2 30,f4g5 f8f1 g1f1 c8c1 f1f2 c1c2 f2e1 h3h1 g2g1 h1g1,2170,"['attraction' 'exposedKing' 'fork' 'mate' 'mateIn5' 'middlegame'
 'veryLong']"
Db2gD,1R1k2n1/5p2/1p1p2p1/8/2n1P1B1/2Pp2P1/1r5r/5RK1 b - - 2 28,d8c7 b8c8 c7b7 f1f7 g8e7 f7e7 b7a6 c8a8 a6b5 g4d7 b5c5 a8c8,1740,['fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
DbNW4,7k/2p3p1/pr3p1p/3P4/1Pq5/P4Q2/6PP/4R2K b - - 3 34,b6d6 e1e8 h8h7 f3f5 g7g6 e8e7 h7h8 f5c8 d6d8 c8d8,1514,['endgame' 'mate' 'mateIn5' 'veryLong']
DcOTq,2r1r3/5kpp/3pNp2/pp3P2/1b2bBPP/8/PPP2P2/2KR1B1R w - - 2 22,h1g1 c8c2 c1b1 c2c1 b1c1 e8c8 e6c5 c8c5 f1c4 c5c4,2495,"['attraction' 'doubleCheck' 'mate' 'mateIn5' 'middlegame'
 'queensideAttack' 'sacrifice' 'veryLong']"
Dd3kH,2r2r1k/6pp/p7/1pq1p3/4R3/1Q1P4/PP3PPP/R5K1 w - - 2 23,a1f1 c5f2 f1f2 c8c1 b3d1 c1d1 e4e1 d1e1 f2f1 e1f1,1236,['clearance' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
DdC5e,8/2RRP1pp/pk4p1/1p1P4/6PK/P7/5q1P/8 w - - 3 46,h4h3 f2f3 h3h4 g6g5 h4h5 f3f7 h5g5 f7f6 g5h5 f6h6,2298,['endgame' 'mate' 'mateIn5' 'queenRookEndgame' 'veryLong']
DdE6q,r1r3k1/2p2qp1/4pBRp/1p1nP3/3PN3/p5Q1/5PPP/6K1 b - - 2 33,a3a2 g6g7 g8f8 g7f7 f8f7 g3g7 f7e8 g7g8 e8d7 e4c5 d7c6 g8e6,2118,['attraction' 'deflection' 'fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
DdpQH,7k/p7/3p4/1P6/P1PNbp1q/3K4/6r1/R2Q1R2 w - - 0 37,d3e4 h4e7 d4e6 e7e6 e4f4 e6e5 f4f3 g2g3 f3f2 e5e3,2412,['endgame' 'mate' 'mateIn5' 'veryLong']
DdwUL,1r6/3R2bk/4Q1pp/8/4p3/4BqP1/P2K1P1P/8 w - - 1 36,e6e7 b8b2 d2c1 f3h1 d7d1 b2b1 c1b1 h1d1 e3c1 d1d3,1648,"['attraction' 'deflection' 'endgame' 'exposedKing' 'mate' 'mateIn5'
 'veryLong']"
Df7xD,5r1k/6pp/4Q3/2P5/1P1rpb2/3q4/PKN3P1/R6R w - - 0 30,h1h3 d4b4 c2b4 f4e5 e6e5 f8f2 b4c2 f2c2 b2b1 d3d1,2456,['clearance' 'master' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
DfAf2,7k/2n1qr1p/1p1p2pQ/pPpPp1P1/P1P1P1r1/2N4R/2K5/7R b - - 6 33,e7g5 h6h7 f7h7 h3h7 h8g8 h7h8 g8f7 h1h7 f7f6 h8f8,1373,['fork' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
DfG9T,R7/5Nk1/1p1p4/3P3p/1PP2nq1/4Q3/5P2/6K1 w - - 5 54,g1f1 g4d1 e3e1 d1d3 f1g1 d3g6 f7g5 g6g5 g1f1 g5g2,2042,['endgame' 'fork' 'mate' 'mateIn5' 'veryLong']
Dg0Tc,5rr1/8/pbpRk3/1p5R/4N3/P7/1P2K2P/6q1 b - - 1 33,e6e7 h5e5 e7f7 d6f6 f7g7 e5e7 f8f7 e7f7 g7h8 f6h6,2043,['exposedKing' 'mate' 'mateIn5' 'middlegame' 'veryLong']
Dh788,2r2r2/1p2pk2/p2pPp2/7p/3Q1P1P/8/bPPR4/qNK3R1 b - - 0 24,f7e6 g1e1 e6f7 e1e7 f7e7 d4d6 e7f7 d6d7 f7g8 d2g2 g8h8 d7g7,2502,['attraction' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
DiDFq,5rk1/1p5p/4p1p1/2Ppq3/1K3NQN/6R1/6P1/8 w - - 0 34,h4g6 e5b2 g3b3 b2d4 b4b5 d4c4 b5b6 c4a6 b6c7 a6c6,2563,['endgame' 'fork' 'mate' 'mateIn5' 'veryLong']
DiroH,r3k2r/pR3ppp/2pbpq2/3n4/4Q3/3BB1PP/P1P2P1K/8 b kq - 2 18,d5e3 e4c6 e8f8 c6d6 f8g8 b7b8 a8b8 d6b8 f6d8 b8d8,1274,['fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
DjH3f,2r1k2r/1p3pRp/p4N2/q3P3/5P2/3Qp3/1K1b3P/1N6 b k - 5 29,e8f8 g7g8 h8g8 d3d6 f8g7 f6h5 g7h8 d6f6 g8g7 f6g7,2334,['mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
DjR0O,4r2k/4q2p/2p5/8/1PQP1b2/P1K2R1P/1B2r1P1/5R2 w - - 2 31,f3f4 e7e3 c4d3 e3d3 c3d3 e8e3 d3c4 e2c2 b2c3 c2c3,2009,['attraction' 'fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
DjjgB,5N2/8/8/1k1p2Rb/1ppP4/8/1PPQ4/1K3q2 w - - 0 44,b1a2 b4b3 c2b3 c4b3 a2a3 f1a1 a3b3 a1a4 b3c3 a4c4,1920,['endgame' 'master' 'mate' 'mateIn5' 'veryLong']
Dk4aO,4r1k1/2p2pp1/8/Q6p/1p2P3/3P1P2/Pqn1K1PP/2R2R2 w - - 0 24,a5c7 c2d4 e2e3 d4f5 e3f4 b2d2 f4f5 g7g6 f5f6 e8e6,2015,['doubleCheck' 'endgame' 'mate' 'mateIn5' 'pin' 'sacrifice' 'veryLong']
DkhOS,r1b3k1/7p/1pNp1bR1/1P1Pp3/4Q3/pP5q/P1B5/2K5 b - - 0 35,h7g6 e4g6 f6g7 g6e8 g7f8 c6e7 g8g7 e8g6 g7h8 g6g8,2107,['exposedKing' 'fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
Dn28w,r3b1k1/pp2b1p1/1qn1p1P1/3pPr2/1P1P2P1/P1N1P3/4Q3/R3K2R b KQ - 0 19,f5g5 h1h8 g8h8 e2h2 g5h5 h2h5 h8g8 h5h7 g8f8 h7h8,1472,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
DnLBj,2r2rk1/1n3pp1/1p1p4/2pNp1n1/P1P1P3/2KP4/4BP1q/1R1Q4 b - - 3 26,h2f2 d5e7 g8h8 d1h1 g5h7 h1h7 h8h7 b1h1 f2h2 h1h2,1423,"['anastasiaMate' 'attraction' 'fork' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
DnXfU,r6k/1p2r1p1/4ppBp/p2q1P2/3n4/4Q2R/PP3PRP/7K b - - 2 29,a8c8 h3h6 h8g8 h6h8 g8h8 e3h3 h8g8 h3h7 g8f8 h7h8,1718,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
DoFbh,r1b2rk1/2q1b3/p1n1p1Q1/1ppp2Pn/3P1P2/2P1P2R/PP1N3P/R1B3K1 b - - 0 18,h5g7 h3h8 g8h8 g6h6 h8g8 g5g6 f8f5 h6h7 g8f8 h7h8,2060,"['attraction' 'exposedKing' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame'
 'sacrifice' 'veryLong']"
Dp7NN,4q1rr/p1p1kp2/B1p1bn2/2Np1Pp1/3P4/2P3p1/PP4P1/R2Q1RK1 w - - 0 21,f5e6 h8h1 g1h1 g8h8 h1g1 h8h1 g1h1 e8h8 d1h5 h8h5 h1g1 h5h2,1276,"['attraction' 'kingsideAttack' 'mate' 'mateIn5' 'middlegame' 'sacrifice'
 'veryLong']"
DqPGi,4r2k/1R6/p5p1/7p/P1Pb4/3P3Q/1P2nqPP/R6K w - - 0 25,h3d7 e2g3 h2g3 e8e1 a1e1 f2e1 h1h2 e1g1 h2h3 g1h1,1641,['clearance' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
Dqact,2r4k/p4Qb1/3p4/3P1p1B/7P/1p6/PP4r1/KR6 w - - 6 31,f7f5 g7b2 b1b2 c8c1 f5b1 c1b1 a1b1 g2g1 h5d1 g1d1,1968,['attraction' 'endgame' 'mate' 'mateIn5' 'sacrifice' 'veryLong']
DriuJ,2q2k2/1p3prp/3N1p1Q/8/1P6/P7/5PrP/R3R1K1 w - - 0 24,g1h1 g2g1 e1g1 c8c6 d6e4 c6e4 f2f3 e4f3 g1g2 f3g2,1500,['fork' 'mate' 'mateIn5' 'middlegame' 'sacrifice' 'veryLong']
DsPSM,8/1p1nR1pk/1qp2npp/3p1N2/1P1P1Q2/2rB1P2/6PP/6K1 b - - 1 26,g6f5 f4f5 h7g8 f5e6 g8h8 e7e8 f6e8 e6e8 d7f8 e8f8,2232,['fork' 'mate' 'mateIn5' 'middlegame' 'veryLong']
